0.0868,1.102939200401306,0.0416,1.1031454801559448,0
0.09025,1.1027462124824523,0.0438,1.102927327156067,0
0.0962,1.1025537967681884,0.0482,1.1027097702026367,0
0.10378,1.1023618578910828,0.0549,1.1024926900863647,0
0.11479,1.102170467376709,0.065,1.10227632522583,0
0.12903,1.1019795536994934,0.0825,1.1020605564117432,0
0.14669,1.101789152622223,0.1055,1.101845145225525,0
0.16936,1.1015992283821106,0.136,1.101630449295044,0
0.19433,1.1014098525047302,0.173,1.1014162302017212,0
0.22251,1.101220965385437,0.214,1.101202368736267,0
0.25337,1.1010324954986572,0.2566,1.1009893417358398,0
0.28312,1.100844633579254,0.2992,1.1007766723632812,0
0.31399,1.1006572246551514,0.344,1.1005645990371704,0
0.34255,1.1004703044891357,0.3802,1.1003531217575073,0
0.36792,1.1002838611602783,0.4122,1.1001421213150024,0
0.38955,1.100097906589508,0.435,1.0999315977096558,0
0.40802,1.099912440776825,0.4544,1.0997216701507568,0
0.42221,1.0997274518013,0.4682,1.0995121002197266,0
0.43368,1.0995429635047913,0.4789,1.0993032455444336,0
0.44181,1.0993589282035827,0.4869,1.0990948677062988,0
0.44765,1.0991753697395326,0.4923,1.0988869667053223,0
0.45169,1.0989922523498534,0.4952,1.0986796617507935,0
0.45434,1.0988096714019775,0.4968,1.0984728336334229,0
0.45615,1.0986274838447572,0.4978,1.0982664823532104,0
0.45726,1.0984457969665526,0.4988,1.0980606079101562,0
0.45815,1.0982645392417907,0.4992,1.0978552103042603,0
0.45857,1.0980838298797608,0.4991,1.097650408744812,0
0.45871,1.0979035019874572,0.4991,1.097446084022522,0
0.45881,1.097723650932312,0.4991,1.0972423553466797,0
0.45886,1.0975442290306092,0.4992,1.097038984298706,0
0.45888,1.0973653197288513,0.4992,1.0968360900878906,0
0.45892,1.0971867918968201,0.4992,1.096633791923523,0
0.45895,1.0970087885856628,0.4992,1.096431851387024,0
0.45896,1.0968311786651612,0.4992,1.0962305068969727,0
0.45896,1.0966540217399596,0.4992,1.0960296392440796,0
0.45896,1.0964773058891297,0.4992,1.0958291292190552,0
0.45896,1.0963010430335998,0.4992,1.0956292152404785,0
0.45896,1.0961252093315124,0.4992,1.0954298973083496,0
0.45896,1.0959498167037964,0.4992,1.0952308177947998,0
0.45896,1.0957749009132385,0.4992,1.0950324535369873,0
0.45896,1.0956003069877625,0.4992,1.094834327697754,0
0.45896,1.0954262614250183,0.4992,1.0946367979049683,0
0.45896,1.095252561569214,0.4992,1.0944397449493408,0
0.45896,1.0950793266296386,0.4992,1.0942431688308716,0
0.45896,1.094906497001648,0.4992,1.0940470695495605,0
0.45896,1.0947341322898865,0.4992,1.0938513278961182,0
0.45896,1.0945621132850647,0.4992,1.093656063079834,0
0.45896,1.0943905591964722,0.4992,1.0934611558914185,0
0.45896,1.094219434261322,0.4992,1.0932669639587402,0
0.45896,1.0940487265586853,0.4992,1.0930730104446411,0
0.45896,1.0938783884048462,0.4992,1.0928796529769897,0
0.45896,1.0937084794044494,0.4992,1.092686653137207,0
0.45896,1.0935389518737793,0.4992,1.0924941301345825,0
0.45896,1.0933698654174804,0.4992,1.0923019647598267,0
0.45896,1.0932011604309082,0.4992,1.0921103954315186,0
0.45896,1.0930328965187073,0.4992,1.0919190645217896,0
0.45896,1.0928649663925172,0.4992,1.0917284488677979,0
0.45896,1.0926975011825562,0.4992,1.0915380716323853,0
0.45896,1.0925304174423218,0.4992,1.0913481712341309,0
0.45896,1.092363703250885,0.4992,1.0911587476730347,0
0.45896,1.0921974539756776,0.4992,1.0909696817398071,0
0.45896,1.0920315384864807,0.4992,1.0907810926437378,0
